,voice_filename,transcript,accent,gender,tone,mfcc_mean,chroma_mean,contrast_mean,centroid_mean,bandwidth_mean,zero_crossings_mean
436,voice_437.mp3,میلیون‌ها نفر به دلیل نسل‌کشی‌ها، از جمله هولوکاست و همچنین گرسنگی، قتل‌عام و بیماری جان خود را از دست دادند.,فارسی,female,normal,"[-271.7686        0.7078517   -22.678        12.600178     -8.374339
   -4.668143    -14.479366     -7.5792317    -2.0518029    -0.96408653
   11.996254     16.847672     -6.5722065 ]","[0.4553129  0.53173184 0.44313636 0.39836425 0.44338164 0.42949677
 0.42835078 0.38008535 0.4672281  0.5474323  0.50595915 0.47820094]","[20.62981458 20.1614383  18.48200269 17.90452847 17.06560008 20.5132542
 54.33940243]",3288.3158474642273,1925.039875187284,0.3297505040322581
437,voice_438.mp3,در پی شکست متحدان، آلمان، اتریش و ژاپن اشغال شدند و دادگاه‌های جنایات جنگی علیه رهبران آلمانی و ژاپنی تشکیل شد.,فارسی,female,normal,"[-269.64017     13.16377    -21.422094    10.276278    -7.4408836
   -7.817226   -26.459602   -16.486849    -2.8916075   -2.0945933
   13.587571    11.747559    -7.7080197]","[0.43597013 0.44400182 0.36040935 0.31295833 0.31420648 0.334732
 0.38457343 0.30103344 0.33558586 0.41138276 0.42141494 0.40491033]","[21.7902332  22.67236612 22.32079705 20.45442222 18.75519354 21.14042059
 54.25357272]",2936.6906731964004,2007.8669258588857,0.2533920214371981
438,voice_439.mp3,جنگ جهانی اول نقشهٔ سیاسی اروپا را دستخوش تغییرات اساسی کرد.,فارسی,female,normal,"[-282.80615      5.6281815  -17.359608    14.316768    -5.486142
   -6.938773   -18.381271    -8.192876    -3.0571132   -1.5099099
   14.222308    16.410244    -5.5690384]","[0.49702474 0.47128704 0.46921575 0.39505336 0.39795464 0.3572402
 0.33831105 0.3162736  0.3709329  0.5196438  0.4965097  0.4792392 ]","[21.37242351 19.81947218 19.73871775 18.58065392 17.47550046 19.21001325
 54.68188227]",3130.5039486117334,2010.6208608822103,0.29205995607206403
439,voice_440.mp3,اگر چه دوران پس از جنگ جهانی اول آمیخته به احساسات صلح‌جویانه بود، در چند کشور اروپایی این دوران به موج بازپیوندخواهی و ملی‌گرایی انتقام‌گرایانه دامن زد.,فارسی,female,normal,"[-275.18625      7.1835403  -23.08454     11.468379    -4.5135474
   -8.422915   -17.322504    -6.363125    -2.5304286   -4.3779135
   14.189476    18.095634   -10.731101 ]","[0.52346164 0.62580055 0.52523696 0.36714265 0.3320125  0.3701671
 0.33716285 0.32058147 0.34194732 0.468951   0.5021857  0.44909802]","[21.20356889 19.82598932 18.85642986 17.79666931 18.05286855 19.16290624
 53.89815731]",3083.442078488932,1975.2441863437773,0.300323486328125
440,voice_441.mp3,ترکیه از شمال با دریای سیاه، از شمال شرقی با گرجستان، از شرق با ارمنستان، جمهوری آذربایجان، و ایران، از جنوب شرقی با عراق، از جنوب با سوریه و دریای مدیترانه، و از شمال غربی با یونان و بلغارستان مرز مشترک دارد.,فارسی,female,normal,"[-276.48462      -8.13224     -17.251314     20.491426     -8.729862
   -8.500436    -15.810116     -7.784309      0.41353115   -3.9563136
   15.743682     13.638688     -2.9852524 ]","[0.56223154 0.46801966 0.39273039 0.41010082 0.399028   0.33417103
 0.37022817 0.35714865 0.5569217  0.6346355  0.5701374  0.5532037 ]","[19.60045852 18.19155011 17.95018023 17.07524197 17.10870739 19.10263674
 52.36924896]",3374.047075277832,1943.6687513426627,0.33942100985738255
441,voice_442.mp3,بیشتر شهرهای ترکیه دارای پارک‌های ملی و شهری سطح بالا هستند و همانند کشورهای غربی، هر شهر بزرگ در ترکیه دارای ناحیه تجاری است.,فارسی,female,normal,"[-329.27902      2.5070024  -13.943322    -4.8063183  -13.445992
   -4.6813297  -12.497274    -2.4220052   -2.1141691    8.163603
   18.340546    16.30792     -3.589842 ]","[0.48509747 0.5717929  0.5517779  0.46353993 0.5501883  0.5038463
 0.44389313 0.41582215 0.44170338 0.50829    0.51573694 0.45972523]","[19.51561841 17.31268342 16.5113636  16.4657375  15.7708944  17.25259851
 53.34983335]",3426.6744591077554,2061.038066698672,0.3450078901076159
442,voice_443.mp3,شعبان علی اسلامی تهیه کننده و مدیر تولید فیلم اهل ایران بود,فارسی,male,normal,"[-272.77698     20.882511   -53.617577    30.984135   -43.2054
  -11.570457    -6.6216407  -26.907166   -12.369612    -8.236314
  -18.091755    -6.8966885  -11.923037 ]","[0.35779157 0.26500627 0.28475344 0.34532207 0.39919293 0.49008608
 0.56862396 0.56166756 0.48627222 0.43102142 0.38958198 0.4015599 ]","[28.14048831 16.73872911 18.70916707 16.07474189 18.30769642 22.97946805
 50.57101826]",2634.8603852286924,1482.400538072203,0.27542818509615385
443,voice_444.mp3,داستان فیلم در مورد مبارزات مادام العمر یک زن آفریقایی آمریکایی است که در اوایل دهه ۱۹۰۰ در جنوب زندگی می کرد,فارسی,male,normal,"[-266.59143    32.478798  -49.87011    17.040829  -44.45191   -10.751364
  -16.556067  -26.76712   -10.289696   -3.422287  -13.257247   -6.556032
   -8.119897]","[0.37443304 0.32978657 0.3477722  0.40833217 0.41822338 0.5064613
 0.5587126  0.47822884 0.42655218 0.38430095 0.39559025 0.443618  ]","[27.73655673 17.35148736 18.40237247 16.83068419 17.70894362 22.17599464
 50.51197969]",2571.6378525050904,1543.6848935232026,0.2581380208333333
444,voice_445.mp3,وی از سال ۲۰۰۸ میلادی تا کنون مشغول فعالیت بوده ‌است,فارسی,male,normal,"[-264.50647      6.3497047  -35.334724    17.39186    -42.61105
   -7.6080465  -17.573591   -26.54801    -11.042187    -3.8249838
  -17.397596    -8.878834   -10.432623 ]","[0.32460123 0.35358673 0.37953928 0.35750595 0.40560716 0.5851695
 0.5623244  0.4920467  0.47566313 0.46765843 0.42205793 0.3434092 ]","[28.99750758 16.78934192 17.88327694 16.56552633 18.412219   21.30540372
 52.3740307 ]",2990.910473865519,1641.2137546695017,0.32026486280487804
445,voice_446.mp3,ویکتور سالاس بازیکن فوتبال اهل اسپانیا است,فارسی,male,normal,"[-285.69656     -3.0595913  -40.7931       6.005157   -41.00999
   -1.7766924  -19.65071    -22.401207    -9.627389    -6.8334527
  -14.026178    -6.492851    -9.390847 ]","[0.4547223  0.45203537 0.4674363  0.4386904  0.44559214 0.49725434
 0.50537926 0.48665756 0.46783698 0.4501321  0.46361777 0.48564222]","[27.08895982 15.28798855 17.09041035 15.63478043 17.86807834 20.61581111
 52.00589369]",3103.1143382441664,1610.8418275265797,0.33944052419354837
446,voice_447.mp3,بررسی های اولیه ای بر روی این اجساد انجام شد اما با پیشروی جنگ ادامه پروژه به بن بست خورد,فارسی,male,normal,"[-260.74762     19.657928   -40.300587    25.565296   -45.318573
   -8.685451   -22.002388   -21.268559   -16.820642    -7.7246866
  -15.001168   -12.51672     -6.141524 ]","[0.33736387 0.3212317  0.31383094 0.36317912 0.41500172 0.45106494
 0.460309   0.44029698 0.46913233 0.4686153  0.4086834  0.37385696]","[28.44131214 16.88050839 18.79429758 16.53186951 17.4995789  21.51569017
 50.63608344]",2679.683011676114,1594.7453172630173,0.2670350191885965
447,voice_448.mp3,دانشگاه بیش از یک هزار رشته آموزشی در بیش از دویست زمینه تحصیلی در مقاطع لیسانس و فوق لیسانس به دانشجویان خود ارائه می دهد,فارسی,male,normal,"[-251.88148    15.102414  -34.658787   26.519835  -38.553093  -12.17011
  -24.404348  -15.290843  -16.807487  -10.876708  -13.335688   -9.252533
   -9.328742]","[0.34656057 0.31187007 0.35067928 0.4058799  0.44341478 0.44653273
 0.4692785  0.47155067 0.44658238 0.4318425  0.40659317 0.4136385 ]","[28.72355595 17.03505666 18.86520978 16.25401265 17.17184134 21.06925916
 50.38371732]",2785.225644993849,1613.858502565798,0.2753260588842975
448,voice_449.mp3,این فیلم حول حرفه سرگرمی ‌ساز آمریکایی بریتنی اسپیرز است,فارسی,male,normal,"[-282.03516      4.1301913  -30.987387    29.852304   -35.89826
  -13.36768    -18.836248   -12.845359   -14.089461   -12.431923
   -9.693625    -8.857483    -7.4798098]","[0.44183016 0.40309966 0.41383657 0.48524615 0.51847947 0.48892134
 0.5575097  0.519508   0.47362116 0.4732623  0.47726762 0.47485977]","[27.69988975 16.06212016 17.92411123 15.68732273 16.88190903 20.99517162
 50.92703347]",3039.4066403582283,1632.9500989201401,0.31787797095070425
449,voice_450.mp3,این کشتی در سال ۱۹۴۴ ساخته شد,فارسی,male,normal,"[-258.43774     -7.396517   -28.704426    24.75168    -44.34602
  -11.958958   -22.550943   -20.02374    -21.645979    -4.909554
  -11.65854     -7.946834    -5.7828326]","[0.36419764 0.41231933 0.45544592 0.5147647  0.48768213 0.36846682
 0.3739876  0.40308768 0.42864516 0.40272278 0.35547024 0.30402088]","[28.42007241 15.27385399 17.87682631 16.51271259 18.09553981 19.7965444
 50.73246991]",3046.0087576552883,1605.8377120698692,0.3074614167944785
450,voice_451.mp3,بنا به گفته بطلمیوس توسط سلوکی ها بنیان گذاری شده بود,فارسی,male,normal,"[-350.1878       8.674794   -39.68014     12.5984     -31.376749
   -3.3631005  -15.208987   -17.633009   -10.465432    -9.336758
   -9.772246    -8.822156    -6.6077743]","[0.44063857 0.4451039  0.39057738 0.41760057 0.45783404 0.57462853
 0.5802354  0.5288914  0.49259347 0.45261848 0.51391476 0.4503133 ]","[25.90340445 15.33308759 16.98727794 16.20627713 16.94420279 19.43574945
 50.83208356]",2876.9231714278962,1710.3651743277244,0.2883102829391892
451,voice_452.mp3,جمعیت آن در سرشماری سال ۲۰۱۰ میلادی ۳۱۰ نفر بوده است,فارسی,male,normal,"[-258.76318     13.859351   -39.652153    17.968313   -40.449577
  -10.1133175  -25.468958   -19.58326    -11.906351    -7.354778
  -11.656458   -10.2483015   -7.6111193]","[0.36820474 0.37349904 0.40036708 0.39567468 0.45897883 0.4924188
 0.4555688  0.39916486 0.41138688 0.44147643 0.45393157 0.39282152]","[28.56777016 17.63569035 18.6124631  16.63428643 17.26962672 21.15373484
 50.912094  ]",2905.0951381430773,1656.4187278263864,0.28897699452764974
452,voice_453.mp3,ناحیه شریدان ۹۲ کیلومتر مربع مساحت و ۱۳۵۷ نفر جمعیت دارد,فارسی,male,normal,"[-279.01334     16.957228   -53.897526    14.067482   -40.2542
   -8.483381   -23.129848   -22.911722   -17.751339     2.1857424
  -17.718739    -8.948723   -10.403932 ]","[0.29009208 0.31743222 0.36143917 0.43577555 0.48974842 0.62689334
 0.6641473  0.5801762  0.5174669  0.45237735 0.37388897 0.31101382]","[28.63078633 17.6917093  18.33015232 16.08745152 17.18891945 20.50606879
 51.02094311]",2769.919298581247,1602.505580598222,0.2874816660680077
453,voice_454.mp3,آلفونسو بدویا یک هنرپیشه اهل مکزیک بود,فارسی,male,normal,"[-267.2254     17.363152  -46.222893   29.227701  -43.771492  -13.475432
  -21.116148  -20.887264  -16.925238   -8.645909  -15.918039  -13.378159
   -9.911784]","[0.29118207 0.3390858  0.38741884 0.40421394 0.388345   0.47255942
 0.49364495 0.47878546 0.49755156 0.5215731  0.399888   0.2766944 ]","[29.11640246 15.81045012 18.89812744 16.38290315 17.33444959 22.25760902
 49.5962689 ]",2713.3608491775058,1562.7062339294966,0.2819885766806723
454,voice_455.mp3,وست سیتی گیت یک سازه در صربستان است که در بلگراد واقع شده است,فارسی,male,normal,"[-262.10916      -3.706552    -31.935072     16.816723    -34.41701
  -19.33068     -26.292675    -21.304205    -21.004347     -0.95974714
  -15.660642     -6.6357255    -7.4116616 ]","[0.35943818 0.35758814 0.34267503 0.36543736 0.44167596 0.56571877
 0.5495864  0.5014293  0.5014241  0.37736964 0.2915469  0.3434275 ]","[27.47608863 17.31244984 19.14227804 16.72123794 17.86052075 20.0180606
 50.77553768]",3201.8665829109177,1644.5815989347914,0.3423426011029412
455,voice_456.mp3,قدر مطلق سیارک برابر ۱۳ است,فارسی,male,normal,"[-240.70834     7.818723  -47.017803   11.225378  -42.236347  -14.44169
  -25.167171  -22.488531  -17.914646    5.869364  -15.71611    -7.86701
   -6.746999]","[0.29073787 0.282869   0.27379453 0.38932362 0.43996617 0.5282123
 0.5936112  0.55115974 0.43261045 0.3139776  0.21464667 0.2671167 ]","[28.20199028 17.57246449 18.97403499 17.46914245 17.67972976 21.00861374
 50.1631908 ]",3059.6164857783456,1543.858141974047,0.32962101063829785
456,voice_457.mp3,افزایش بهره وری تا حد زیادی عامل افزایش استانداردهای زندگی سرانه است,فارسی,male,normal,"[-258.742        5.2510686  -38.579594    16.511873   -44.663754
  -12.483889   -19.570007   -26.497215   -20.958843    -1.7916632
  -19.862259    -5.1676297  -13.044168 ]","[0.3183929  0.2828353  0.3435968  0.37174064 0.39976618 0.47620472
 0.56783897 0.5533397  0.49692383 0.466615   0.3549653  0.30712023]","[29.65684844 17.54435518 20.03302275 16.74975984 18.40019923 21.14078987
 52.05322069]",2971.0358166081337,1603.7298785829773,0.297089313489819
457,voice_458.mp3,قدمت فناوری های بهبود بهره وری به دوران باستان بر می گردد,فارسی,male,normal,"[-261.88712    28.849596  -54.350292   19.314552  -35.439037   -8.570205
  -26.413002  -32.855328  -14.872397   -3.621783  -13.807115  -11.409017
   -2.490001]","[0.33686063 0.29995757 0.3742685  0.38050765 0.35843638 0.44806364
 0.49590898 0.51303977 0.43048    0.4038273  0.3761991  0.40581036]","[28.97073589 18.68218923 20.92094844 18.30684098 17.5603874  21.02789376
 50.42993476]",2452.2043209413346,1575.0032466859905,0.23902209051724138
458,voice_459.mp3,تا اواخر قرون وسطی پیشرفت آهسته ای داشته است,فارسی,male,normal,"[-2.5540208e+02  3.4304631e+00 -4.2565773e+01  1.3362894e+01
 -4.9516689e+01 -1.2621824e+01 -1.7739607e+01 -2.5964128e+01
 -2.2674322e+01  4.3172231e+00 -1.8169235e+01  1.2921926e-01
 -4.0784431e+00]","[0.35658565 0.38233548 0.39644146 0.3576412  0.4211803  0.5284753
 0.5142325  0.4612051  0.3605765  0.32216424 0.32668433 0.35101944]","[27.58282278 16.68700154 19.87174466 18.04933792 19.07920238 20.3443991
 51.241993  ]",2847.2718175592254,1537.212635058852,0.2964583333333333
459,voice_460.mp3,کاغذ ارزان یکی از عوامل توسعه ماشین چاپ متحرک بود,فارسی,male,normal,"[-233.50514     20.70784    -46.54053     16.705269   -53.546597
   -9.845307   -24.978691   -26.390917   -19.607292    -4.7584853
  -19.790176    -6.8512115  -10.08106  ]","[0.3145274  0.33969408 0.3281557  0.36663353 0.41219932 0.47967738
 0.47617462 0.46284685 0.4225003  0.38262343 0.35443145 0.29706162]","[29.65662206 18.85454968 20.46775759 18.18080374 18.14810206 21.04518043
 51.06630944]",2600.707492742035,1575.3945643442903,0.2525020623059006
460,voice_461.mp3,دیگر اختراعات چینی شامل قلاده اسب چدن گاوآهن بهبود یافته و مته‌ بذری بود,فارسی,male,normal,"[-258.9074      19.663252   -58.764187    23.9176     -48.07427
  -11.7448435  -20.54112    -26.482153   -18.703407    -2.3834817
  -19.596228    -4.798167    -9.554776 ]","[0.33974576 0.2999508  0.29049736 0.3234272  0.38316888 0.48079693
 0.5373754  0.5305973  0.5143161  0.4848368  0.36764136 0.32623369]","[28.73191947 18.62199618 20.02296482 17.46299262 18.39904921 21.39231541
 50.85234681]",2580.9469393173563,1480.586223466033,0.26587124528556033
461,voice_462.mp3,فرانسیس بیکن به روش علمی معروف است که عاملی کلیدی در انقلاب علمی بود,فارسی,male,normal,"[-256.8755      11.756861   -54.033146    25.747345   -37.111977
  -17.68949    -26.40288    -20.466253   -23.94104     -4.3314486
  -19.473394    -7.2535477   -8.320665 ]","[0.38006613 0.31845024 0.347301   0.42371815 0.5210228  0.5507199
 0.6016182  0.5238119  0.44102544 0.37149307 0.35538334 0.3806509 ]","[29.49239963 18.12340756 20.04207177 16.59290105 17.11847912 20.17805508
 50.71764371]",2748.920972859797,1474.9345654806812,0.27960854388297873
462,voice_463.mp3,رشد بهره وری بالا در اواخر قرن نوزدهم در آنچه که گاهی انقلاب صنعتی دوم نامیده می شود آغاز شد,فارسی,male,normal,"[-268.50272     24.275146   -52.42981     15.055191   -49.174984
  -14.656971   -17.876791   -30.767181   -20.738808     2.6152775
  -21.565226    -2.204227   -10.235776 ]","[0.32252282 0.2979229  0.32909802 0.38369614 0.38532186 0.45841366
 0.55484974 0.5052791  0.42218682 0.3926531  0.37378782 0.34187728]","[29.55547988 19.17335827 20.07603793 17.55665168 18.53188419 20.67137266
 51.16523195]",2544.975952754105,1554.397697656826,0.24908727639134276
463,voice_464.mp3,قبل از انقلاب صنعتی تنها منابع انرژی آب باد و ماهیچه بودند,فارسی,male,normal,"[-260.77505     20.327194   -48.956844    15.960514   -44.631683
  -10.022413   -18.26283    -32.728203   -12.648552    -3.186431
  -21.804703    -0.8555375  -12.304793 ]","[0.3188264  0.30532342 0.3241933  0.33068508 0.3453178  0.4245359
 0.5429406  0.6016143  0.5322733  0.47890624 0.40347722 0.37053877]","[28.88305668 18.02272196 19.61562224 17.86321311 18.76991523 21.76073378
 51.72390849]",2678.517786702613,1594.4723976241971,0.27195119333791207
464,voice_465.mp3,اکثر سایت های خوب برق در اروپا در دوره قرون وسطی توسعه یافتند,فارسی,male,normal,"[-252.31761     24.857834   -43.928234     8.138426   -48.98016
   -7.0810328  -25.358992   -30.060297   -17.983383    -3.3786113
  -17.91705     -5.9126825   -6.1108804]","[0.3162955  0.34395266 0.358532   0.33628792 0.32819515 0.35639793
 0.4695516  0.4979384  0.40134484 0.3788484  0.40005443 0.37584496]","[29.15888457 18.30878297 19.738006   17.69650994 17.50596069 20.81410491
 50.59743798]",2656.0611732853854,1620.291935406407,0.26463390531994047
465,voice_466.mp3,در دهه 1750 جان اسمیتون با به کارگیری اصول علمی کارایی چرخ آب را به میزان قابل توجهی بهبود بخشید,فارسی,male,normal,"[-2.5243736e+02  2.2259800e+01 -3.9493942e+01  2.3316593e+01
 -4.3048210e+01 -1.6440636e+01 -1.6126081e+01 -3.3128136e+01
 -2.4263916e+01 -2.5281774e-02 -2.2263905e+01 -2.0122671e+00
 -7.4076900e+00]","[0.2980004  0.3157996  0.3651509  0.36038902 0.43005463 0.47625843
 0.5000723  0.48901033 0.4519541  0.3938988  0.28083968 0.30191442]","[29.58966003 17.92947713 21.10335315 17.9075301  19.06555423 20.98701647
 51.29545949]",2613.2765496089755,1588.4921187792115,0.2515326605902778
466,voice_467.mp3,توربین‌ های نوع فورنیرون می توانند با راندمان 95 درصد کار کنند,فارسی,male,normal,"[-264.7266      40.24247    -49.402767     5.992774   -43.14518
   -9.724034   -18.74936    -31.98525    -17.36008     -2.299192
  -19.417944    -5.5433173   -8.339792 ]","[0.30066776 0.25824663 0.43610466 0.45595646 0.32849842 0.36819974
 0.49982196 0.45100015 0.36660942 0.41906163 0.3850609  0.35696277]","[30.74578762 19.27775371 20.80814748 18.25074791 17.89093493 20.20907433
 50.5710688 ]",2326.9081329256164,1594.4443166459619,0.21565290178571428
467,voice_468.mp3,با این حال چرخ های آب پرهزینه نسبتا ناکارآمد و برای سدهای بسیار بزرگ مناسب نیستند,فارسی,male,normal,"[-249.25737      27.90198     -47.794403      7.2841883   -43.726875
  -16.478317    -14.620353    -21.829393    -20.868156      0.40912375
  -17.952604     -5.2993116    -7.350307  ]","[0.3323334  0.37291214 0.4182025  0.42927578 0.43085733 0.49508202
 0.5117384  0.5189093  0.47647625 0.4303058  0.3369624  0.32567456]","[28.51233541 17.56466689 19.43019301 17.58767368 17.6235058  19.91508772
 50.62844143]",2619.3414208096365,1588.0155531195433,0.26468615027947157
468,voice_469.mp3,به دلیل وجود مکان های فراوان نیروگاه های آبی منبع اصلی نیروی صنعتی در ایالات متحده بود,فارسی,male,normal,"[-276.98395     32.03653    -46.434166    22.826683   -38.680214
  -22.27294    -20.70689    -21.693825   -19.95726     -3.0218697
  -19.566248    -8.550809    -6.898678 ]","[0.3002029  0.31574735 0.34547397 0.3721442  0.4735013  0.43099198
 0.41514802 0.49477407 0.4783821  0.42690286 0.31846455 0.29070413]","[30.50585288 18.91405604 20.05983931 17.39527558 17.54480698 20.25716859
 50.36432663]",2459.85581420395,1600.8783875220793,0.22828146782063197
469,voice_470.mp3,اما دهه ها قبل از آن نیروی بخار از نیروی آب در بریتانیا پیشی گرفته بود,فارسی,male,normal,"[-266.80988     33.64367    -44.89445     22.617449   -46.805237
  -17.367855   -18.91872    -24.24373    -22.94632      1.2352363
  -24.561895    -6.12608     -9.138601 ]","[0.24869053 0.26444528 0.30265182 0.32943714 0.44589975 0.55783314
 0.49369448 0.41859365 0.3884238  0.33958524 0.2452269  0.20701157]","[30.21910789 19.51149865 22.09091679 18.02363799 18.75996995 20.55816914
 49.34806183]",2396.937263545096,1587.0310722955794,0.21495286312849163
470,voice_471.mp3,در سال 1711 یک موتور بخار نیوکامن برای پمپاژ آب از معدن نصب شد,فارسی,male,normal,"[-246.71442    30.110153  -44.243275   12.350521  -48.064587  -11.55684
  -25.351774  -17.821198  -20.117386   -2.000401  -15.14841    -8.873175
   -8.422053]","[0.28958884 0.30382037 0.31397417 0.37872377 0.40051022 0.36904377
 0.4581418  0.47438774 0.44255304 0.3697775  0.2758502  0.27290517]","[29.10144297 18.88389403 20.26414506 17.81301728 17.27453352 20.3057946
 50.60157884]",2554.4218851756614,1605.2192270900996,0.23947336007882883
471,voice_472.mp3,حیوانات خوراک را با راندمان حدود 5 درصد به کار تبدیل می کنند,فارسی,male,normal,"[-2.6230371e+02  4.2146103e+01 -4.5464413e+01  8.7898712e+00
 -5.2273956e+01  9.4223328e-02 -2.7401218e+01 -2.8077827e+01
 -8.2157030e+00 -1.0568062e+01 -1.3995954e+01 -6.5630860e+00
 -1.0460542e+01]","[0.34191346 0.38772923 0.3626358  0.35380545 0.3696614  0.31563225
 0.3714116  0.4703022  0.45012358 0.4194224  0.37879166 0.37101802]","[29.56418393 18.4017846  19.06702567 17.4696217  16.85683963 22.28963957
 50.39794984]",2378.9236203008513,1572.0901977287483,0.2296862065397351
472,voice_473.mp3,در معادن زغال سنگ زغال سنگ با کیفیت پایین با ارزش بازار کمی در دسترس بود,فارسی,male,normal,"[-255.12057     17.65648    -30.11235     14.832288   -48.596134
  -10.984418   -26.981821   -22.493416   -16.330597    -7.5031686
  -17.255404    -7.9617352   -7.2936773]","[0.3351645  0.3250684  0.2801799  0.27671877 0.32781753 0.38645506
 0.38365772 0.42028573 0.46879736 0.43576765 0.35446742 0.2936142 ]","[30.29692003 19.66172708 21.32213907 17.69873659 17.59764068 19.9864638
 50.15488249]",2689.9976404974486,1629.5765845372284,0.25001761839561853
473,voice_474.mp3,انرژی سوخت فسیلی برای اولین بار در سال 1870 از تمام توان جانوری و آب فراتر رفت,فارسی,male,normal,"[-238.87619     20.781818   -46.975983    10.409234   -42.677063
  -12.108505   -26.730038   -19.486923   -19.387335    -2.5904346
  -16.86442     -5.948197   -10.152038 ]","[0.3428603  0.38485506 0.3587576  0.3587392  0.4530811  0.5118491
 0.44679445 0.39955446 0.41597193 0.44335094 0.38749927 0.34725368]","[28.63604371 17.8665847  19.86062095 17.14133619 16.57775408 19.39977119
 50.31499367]",2677.7312224602647,1606.858039870074,0.26509956691576086
474,voice_475.mp3,حفاری با بیل تا اواخر قرن 19 انجام می شد,فارسی,male,normal,"[-294.65457    19.241833  -44.208336   15.538155  -38.994057   -9.197523
  -23.7929    -15.580541  -18.327587   -5.800232  -18.515162   -5.960746
  -10.120742]","[0.36147186 0.35608262 0.43138972 0.42557427 0.43224743 0.40092888
 0.4891594  0.5101851  0.4585505  0.4541563  0.37890625 0.3794733 ]","[29.20080012 18.22236218 18.92810177 16.73822569 17.0252555  19.04086741
 50.97700047]",2653.1057217917983,1681.4554716896769,0.25432899014261745
475,voice_476.mp3,بیل های برقی بزرگ امروزی دارای سطل هایی هستند که می‌توانند 168 متر مکعب را در خود جای دهند,فارسی,male,normal,"[-253.45724     10.140009   -38.013466    15.62002    -40.61876
  -13.335954   -25.30832    -14.712863   -15.157303    -7.413817
  -16.833797    -7.6629996  -10.202068 ]","[0.3156058  0.32247546 0.3423412  0.34947065 0.33458716 0.4065588
 0.4776466  0.48346767 0.499533   0.4710548  0.39810565 0.332547  ]","[29.1126949  17.62696176 19.39266586 16.2389122  16.86920701 19.54151474
 51.95186885]",2864.913258519967,1669.4387164168236,0.28139860733695654
476,voice_477.mp3,دینامیت یک ترکیب ایمن از نیتروگلیسیرین و خاک دیاتومه در سال 1867 توسط آلفرد نوبل ثبت شد,فارسی,male,normal,"[-2.7447018e+02  2.5147903e-01 -2.9025845e+01  1.5893600e+01
 -3.3574303e+01 -1.1198206e+01 -2.9138805e+01 -1.8129381e+01
 -1.8152830e+01 -5.1861515e+00 -1.5050422e+01 -7.5088210e+00
 -9.1887321e+00]","[0.33699408 0.33465424 0.34640193 0.40061384 0.46662298 0.44785032
 0.50714236 0.56754154 0.49748617 0.4191313  0.34855884 0.32121307]","[28.93666214 16.5412135  18.21886921 15.85568067 16.7096459  18.86387551
 51.60133628]",3057.286974862622,1733.3413200551838,0.3045197005611455
477,voice_478.mp3,دینامیت بهره وری معدن تونل سازی جاده سازی ساخت و ساز و تخریب را افزایش داد,فارسی,male,normal,"[-277.7965       0.7614175  -32.676147    18.939316   -33.34978
  -17.679678   -23.393267   -16.144314   -19.67864      1.1419041
  -13.927439    -9.452946    -5.267099 ]","[0.26455107 0.3472185  0.3688438  0.39407504 0.5142527  0.5970039
 0.4626788  0.37147713 0.46849674 0.44939175 0.34641105 0.26910943]","[28.97404125 17.34940756 19.85351168 17.20329077 17.94138998 19.3167239
 51.44532884]",3050.3199246479444,1644.0633813157795,0.3116612588205645
478,voice_479.mp3,بازیابی حرارت برای فرآیندهای صنعتی برای اولین بار به طور گسترده به عنوان انفجار گرم در کوره های بلند برای ساخت آهن خام در سال 1828 استفاده شد,فارسی,male,normal,"[-272.99164     20.536211   -36.054085    14.6429205  -44.390236
  -20.687393   -30.168488   -15.497113   -21.600769    -0.9415138
  -13.904786   -13.461432    -6.7253833]","[0.3123969  0.36461785 0.34020206 0.36179104 0.4289348  0.43294594
 0.355617   0.40089297 0.4877937  0.41493586 0.32343426 0.27643463]","[30.29320082 18.85649861 20.11897415 17.78171724 17.40387961 19.2576759
 50.84176106]",2666.843405747341,1657.2210603571982,0.2552083333333333
479,voice_480.mp3,فرآیندهای صنعتی دستخوش پیشرفت های جزئی متعددی شده اند,فارسی,male,normal,"[-249.07477     11.057759   -33.87017     21.503872   -40.818073
  -21.489775   -30.653236   -12.224743   -17.550072    -5.1855097
  -20.707935   -11.738137    -9.393844 ]","[0.26948693 0.30577156 0.368397   0.40991    0.46195868 0.47298324
 0.42824778 0.44049934 0.44327217 0.35729432 0.31253877 0.28974783]","[30.28192163 17.82289915 19.61320836 17.36088708 16.91247512 19.24580297
 51.38623635]",2816.3065473008364,1696.3008202739245,0.266357421875
480,voice_481.mp3,چراغ های برقی بسیار کارآمدتر از روشنایی نفت یا گاز بودند,فارسی,male,normal,"[-247.15811     22.645311   -40.369442    11.259155   -44.846428
  -16.673437   -20.95022    -17.227772   -17.766613    -3.7135231
  -15.840705    -8.166123    -6.362397 ]","[0.30810064 0.33474746 0.3683281  0.34477788 0.38303325 0.38698658
 0.42086285 0.5064741  0.4254074  0.410543   0.32972276 0.28655127]","[29.44408327 18.17429012 18.74651849 17.07510694 16.77720784 19.68514266
 51.55892829]",2666.6850598080487,1650.401605737575,0.2534877232142857
